DATETIME,L_T1,L_T2,L_T3,L_T4,L_T5,L_T6,L_T7,F_PU1,S_PU1,F_PU2,S_PU2,F_PU3,S_PU3,F_PU4,S_PU4,F_PU5,S_PU5,F_PU6,S_PU6,F_PU7,S_PU7,F_PU8,S_PU8,F_PU9,S_PU9,F_PU10,S_PU10,F_PU11,S_PU11,F_V2,S_V2,P_J280,P_J269,P_J300,P_J256,P_J289,P_J415,P_J302,P_J306,P_J307,P_J317,P_J14,P_J422,ATT_FLAG
20/05/14 22,1.351955414,2.612661123,3.083767176,2.085368872,2.178838968,5.5,3.515767574,121.6957932,1,0,0,0,0,35.75148392,1,0,0,0,0,49.94427109,1,34.72150803,1,0,0,29.88211441,1,0,0,61.25817108,1,2.989467621,20.7616787,26.52117729,87.31654358,26.5913353,84.04547882,17.41247368,79.86118317,17.30674362,67.6844101,29.37877846,28.47877884,0
20/05/14 23,0.969241023,2.388223648,3.527653217,2.233335495,2.410936117,5.5,3.319818974,99.31443787,1,99.33424377,1,0,0,35.59693909,1,0,0,0,0,50.3965683,1,35.01839828,1,0,0,30.25678062,1,0,0,79.14141083,1,2.973899364,33.33481979,26.7275219,87.79366302,26.79611397,83.35682678,18.8270092,80.7674408,18.71880913,67.88890839,29.68137932,28.78137779,0
21/05/14 00,0.807581306,2.314368248,3.973449469,2.109245062,2.698645592,5.5,3.175367832,98.70707703,1,98.72669983,1,0,0,33.840065,1,0,0,0,0,50.08776093,1,34.75994492,1,0,0,29.97117233,1,0,0,81.53683472,1,2.97419405,33.66372681,26.72472572,90.77482605,26.78396416,83.95275116,19.21238327,81.59572601,19.10606766,69.19869232,29.66061401,28.7606144,0
21/05/14 01,0.705970228,2.288265467,4.5018363,2.209003925,3.079711914,5.5,3.36868453,98.58498383,1,98.60457611,1,0,0,34.4299469,1,0,0,0,0,50.02682877,1,34.06797791,1,0,0,29.37905693,1,0,0,81.98290253,1,2.974253178,33.72975159,26.68927193,89.75666046,26.75185394,84.03926086,19.53827286,83.08956146,19.4358139,71.4018631,29.63673782,28.7367382,0
21/05/14 02,0.628081381,2.26178956,4.983772278,2.310912371,3.645966768,5.5,3.957872391,97.70623016,1,97.72555542,1,0,0,33.3750267,1,0,0,0,0,49.06555176,1,33.98235321,1,0,0,29.0670929,1,0,0,85.09901428,1,2.974676609,34.20413589,26.70472145,91.51528931,26.76296043,85.90468597,19.94245148,83.63547516,19.84199715,72.77366638,29.64398384,28.74398232,0
21/05/14 03,0.678080082,2.410342455,5.19847393,2.806344032,3.943262815,5.5,4.72390461,96.98278046,1,97.00189209,1,0,0,0,0,0,0,0,0,48.44880676,1,0,0,0,0,29.83164978,1,0,0,82.02554321,1,2.975022793,34.59352875,28.09771156,75.49873352,28.05949211,88.3561554,26.47230148,64.90733337,26.36689949,76.90565491,30.62802124,29.72802162,0
21/05/14 04,0.936332166,2.792654991,4.938397408,3.584699869,3.553765059,5.309155941,4.091037273,95.25533295,1,95.27394104,1,0,0,0,0,0,0,0,0,48.46233368,1,0,0,0,0,0,0,0,0,87.38454437,1,2.975840569,35.51912689,28.75124741,76.59173584,28.71300697,88.98200989,29.85536766,64.62950134,29.85536766,61.00632095,31.31468201,30.41468239,0
21/05/14 05,1.258365512,3.203997135,4.763510704,4.3424263,3.193283319,5.094255924,3.283622742,95.50224304,1,95.5209198,1,0,0,0,0,0,0,0,0,49.00962067,1,0,0,0,0,0,0,0,0,84.90721893,1,2.975724459,35.38719559,29.00121689,75.06499481,28.96217346,88.20591736,29.93519974,64.47562408,29.93519974,58.61771774,31.55283356,30.65283394,0
21/05/14 06,1.529596567,3.747485161,4.503499985,4.045409679,2.892585516,5.034628868,2.777930021,95.80041504,1,95.81918335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.71796989,1,0,0,63.02622604,1,2.975583792,35.22770691,31.51471138,73.9998703,31.51471138,69.64685822,27.1611042,63.24411392,27.04302979,71.29950714,33.76776505,32.86776352,0
21/05/14 07,1.726934314,4.407784462,4.202696323,3.3597579,2.368482113,5.409649372,3.678081751,96.39637756,1,96.41531372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.01438904,1,0,0,57.9612999,1,2.975301743,34.9084053,31.77731895,75.40039063,31.77731895,64.18251038,26.96566391,62.43672562,26.84553719,70.06519318,34.00693893,33.10693741,0
21/05/14 08,1.834237337,4.737371445,3.995774269,3.265698671,1.79131043,5.5,4.340650558,97.0774231,1,97.09655762,1,0,0,0,0,0,0,0,0,50.66652679,1,0,0,0,0,31.19901657,1,0,0,70.31626892,1,2.974977732,34.54264832,29.86718559,73.36864471,29.82566452,85.85043335,26.87527275,59.89337158,26.76075172,72.7997818,32.34667969,31.44668007,0
21/05/14 09,1.836522579,4.932973385,3.689125538,3.453566551,1.504065752,5.5,4.780822277,97.64723206,1,97.66653442,1,0,0,0,0,0,0,0,0,50.83862305,1,35.63166428,1,0,0,30.0988884,1,0,0,66.15879822,1,2.974704981,34.23592758,29.9435482,70.85786438,29.90176392,85.58230591,19.89245987,80.76370239,19.78530312,69.46736908,32.40292358,31.50292397,0
21/05/14 10,1.743039966,5.088994026,3.290578842,3.529018402,1.842281342,5.5,4.679275513,96.84983063,1,96.86890411,1,0,0,0,0,0,0,0,0,51.09359741,1,35.52560425,1,0,0,29.98643303,1,0,0,67.60985565,1,2.975086212,34.66498184,30.12780762,70.5344162,30.08563423,85.25292969,20.24114037,81.29830933,20.13472366,70.17832184,32.59627151,31.69626999,0
21/05/14 11,1.722961068,5.167193413,3.130241394,3.469675541,2.214956284,5.5,4.767084599,97.05202484,1,97.07115936,1,0,0,36.33446503,1,0,0,0,0,50.95104218,1,35.49482346,1,0,0,29.60349655,1,0,0,70.18114471,1,2.974989891,34.55630493,29.28631401,89.04805756,29.3583107,84.81303406,20.26881981,81.37851715,20.16490746,71.4269104,32.20898056,31.30898285,0
21/05/14 12,1.774155617,5.002453327,3.620900869,3.322518587,2.602715731,5.213998318,3.505320549,97.7623291,1,97.78166962,1,0,0,37.27039337,1,0,0,0,0,50.32775116,1,37.00612259,1,0,0,0,0,0,0,69.79476929,1,2.974649668,34.17390442,29.09405136,87.15622711,29.17248917,85.87111664,25.79812241,84.13630676,25.79812241,58.7753334,32.02363205,31.12363052,0
21/05/14 13,1.750686288,4.816395283,4.033427715,3.538840294,3.055326939,5.000644684,2.524361849,96.8130188,1,96.83207703,1,0,0,35.996521,1,0,0,0,0,49.05289841,1,34.97071838,1,0,0,30.53798866,1,0,0,73.14202118,1,2.975103855,34.68476486,29.08267403,89.44606018,29.15556717,88.32376099,20.28617668,82.30989075,20.17610741,68.42596436,31.99480057,31.09480095,0
21/05/14 14,1.725355983,4.694401741,4.51130724,4.186117172,3.458317518,5.258882046,2.966264009,97.52193451,1,97.54120636,1,0,0,35.34364319,1,0,0,0,0,50.1223259,1,34.60817337,1,0,0,30.71584511,1,0,0,71.55040741,1,2.974765062,34.30342865,28.91764069,90.42467499,28.9852047,86.08613586,20.01683426,82.66191864,19.9055748,67.56729126,31.82198334,30.92198372,0
21/05/14 15,1.643321037,4.549795151,5.006960392,4.303424358,3.889408827,5.437735558,3.041363001,97.0894165,1,97.10855865,1,0,0,35.87361526,1,0,0,0,0,49.83904266,1,34.43378067,1,0,0,30.59592247,1,0,0,73.88270569,1,2.97497201,34.53620148,28.81110573,89.39154053,28.88212013,86.53548431,20.23986435,83.18043518,20.12940788,68.18811798,31.73377228,30.83377266,0
21/05/14 16,1.721823573,4.579696178,5.153369427,4.433309078,3.50108695,5.5,3.55071497,96.15272522,1,96.17159271,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.58191872,1,0,0,57.78384018,1,2.975417376,35.03903198,31.93581009,72.08393097,31.93581009,63.69635773,27.1305027,63.42311859,27.01336479,71.74116516,34.16463852,33.26464081,0
21/05/14 17,1.888825417,5.184096336,4.745963097,2.934318542,2.898093939,5.5,3.988389015,96.31451416,1,96.33342743,1,0,0,0,0,0,0,0,0,50.96018219,1,0,0,0,0,31.37418556,1,0,0,70.27655792,1,2.975340605,34.95230865,30.30176735,74.26387787,30.25980759,85.72427368,27.17344093,62.26808548,27.05772591,72.49967957,32.78303528,31.88303757,0
21/05/14 18,2.016419411,5.387240887,4.446188927,3.132035732,2.205077171,5.5,4.493724823,96.24488068,1,96.26377869,1,0,0,0,0,0,0,0,0,50.98776627,1,0,0,0,0,31.15559578,1,0,0,69.45890045,1,2.975373745,34.98963928,30.48022842,72.69596863,30.43821716,85.81899261,27.30224419,60.85565186,27.18801689,73.37429047,32.95746994,32.05747223,0
21/05/14 19,2.31339407,5.275106907,4.090177536,3.294449568,1.407898903,5.346531391,4.102298737,92.57030487,1,92.58813477,1,0,0,0,0,0,0,0,0,49.97089005,1,38.42179871,1,0,0,0,0,0,0,0,0,2.977086782,36.94591904,28.28977585,70.70096588,28.24930382,85.64592743,28.00928116,83.72504425,28.00928116,57.15950775,40.18524933,29.66477966,0
21/05/14 20,2.646523237,4.745798111,3.67112875,3.503561974,1.824953079,4.956744671,2.333787203,95.37825012,1,95.39689636,1,0,0,0,0,0,0,0,0,49.91212082,1,35.73910904,1,0,0,31.18342781,1,0,0,0,0,2.975782871,35.45351028,27.76478958,70.07479858,27.72440529,85.23561859,20.56506538,81.25106049,20.45064926,66.54257202,38.44996643,29.13939095,0
21/05/14 21,2.732659101,4.216910839,3.244683981,3.59523654,2.173196793,5.066167355,2.180100441,94.44340515,1,94.4617691,1,0,0,0,0,0,0,0,0,50.20199966,1,35.93930435,1,0,0,31.43701744,1,0,0,0,0,2.976220608,35.95211411,27.21454239,68.91548157,27.17372131,84.11788177,20.91908455,81.25132751,20.80293846,66.0296402,38.96354675,28.59113312,0
21/05/14 22,2.870473862,3.519787073,3.184592485,3.275612354,2.457563877,5.074992657,1.783354521,93.51278687,1,93.53088379,1,0,0,34.9358139,1,0,0,0,0,48.6546402,1,35.80290985,1,0,0,31.54419708,1,0,0,0,0,2.976652622,36.44675827,23.26576233,85.47505951,23.33320427,83.24386597,21.43525696,82.00980377,21.31837654,66.17637634,39.51247787,25.04144669,0
21/05/14 23,3.052603245,2.635358095,3.567248344,3.046969891,2.814863205,5.135100842,1.569889069,93.10050201,1,93.1184845,1,0,0,33.87859344,1,0,0,0,0,48.09193039,1,35.81595993,1,0,0,31.57120705,1,0,0,0,0,2.976843119,36.66533279,22.57045174,86.55667877,22.63285255,83.58639526,21.70573235,82.25728607,21.58866692,66.35345459,39.79499435,24.32319832,0
22/05/14 00,3.245218515,1.768447995,3.97980237,3.077854872,3.15769577,5.223302364,1.478716612,91.76682281,1,91.7844162,1,0,0,32.2730217,1,0,0,0,0,47.38924408,1,35.98734283,1,0,0,31.56999779,1,0,0,0,0,2.977453709,37.37002563,21.96797562,88.53310394,22.02278137,84.25099945,22.40596581,82.65328217,22.28890991,67.05789948,40.59897232,23.68827438,0
22/05/14 01,3.494292259,0.926359057,4.449791431,3.31608367,3.489813566,5.380949497,1.649971843,90.14890289,1,90.16603851,1,0,0,32.83337784,1,0,0,0,0,46.02344513,1,35.35721207,1,0,0,31.30461502,1,0,0,0,0,2.978184462,38.22000122,21.21077538,86.89217377,21.27048111,85.89396667,23.56131172,84.91812134,23.44607162,69.12620544,41.60767365,22.92585182,0
22/05/14 02,3.607000113,0.643843532,4.87250185,3.912866831,3.922825098,5.5,2.490020514,95.27928162,1,95.29788971,1,0,0,32.81847763,1,0,0,0,0,47.75175095,1,0,0,0,0,31.48319817,1,0,0,109.002449,1,2.975829363,35.50634003,25.73491287,91.44028473,25.79207993,87.3658371,28.55983925,64.0664444,28.44337845,73.51139832,28.81713104,27.91712952,0
22/05/14 03,3.58679533,0.98851496,5.248768806,4.481496334,3.359357357,5.5,3.349709272,94.62531281,1,94.64373016,1,0,0,0,0,0,0,0,0,48.09880066,1,0,0,0,0,30.45211792,1,0,0,100.3238068,1,2.976135731,35.85522461,27.76974487,76.22049713,27.73203468,88.67240143,28.87290001,64.08895874,28.76340294,77.29579926,30.41778564,29.51778412,0
22/05/14 04,3.705547094,1.783005357,5.027441025,3.899199009,2.914227962,5.5,4.652977943,93.30630493,1,93.32434845,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.74666405,1,0,0,82.12397766,1,2.976748228,36.55626678,31.3008194,75.5390625,31.3008194,68.17419434,29.56983376,63.58924103,29.46498871,80.27403259,33.65702438,32.75702286,0
22/05/14 05,3.988679171,2.672924995,4.779004097,2.995539665,2.456982136,5.320826054,4.022120953,93.26262665,1,93.28064728,1,0,0,0,0,0,0,0,0,48.76654816,1,0,0,0,0,0,0,0,0,97.79560089,1,2.976768255,36.579422,29.23409081,76.44348907,29.19540787,88.89784241,32.17015076,63.43023682,32.17015076,59.2413826,31.86878204,30.96878242,0
22/05/14 06,4.206964493,3.18830061,4.604962826,3.791618824,2.069798231,5.008590698,2.695266724,92.34512329,1,92.36288452,1,0,0,0,0,0,0,0,0,49.02698135,1,0,0,0,0,0,0,0,0,98.34364319,1,2.977189779,37.06490707,29.76665115,73.66140747,29.72758102,88.93806458,32.63015747,62.70013428,32.63015747,57.7034111,32.4069252,31.50692368,0
22/05/14 07,4.36528492,3.681852818,4.283753395,4.482237816,1.602834582,5.156878948,2.810084581,94.5293808,1,94.54777527,1,0,0,0,0,0,0,0,0,49.7443924,1,0,0,0,0,32.55020905,1,0,0,89.46734619,1,2.976180553,35.90632629,29.67534447,73.25640106,29.63521194,87.47206879,29.10697174,61.32009506,28.98309517,70.29397583,32.26075745,31.36075783,0
22/05/14 08,4.305357933,4.408905506,3.958781958,3.230131626,1.940926671,5.446218967,3.346174002,93.79854584,1,93.81672668,1,0,0,0,0,0,0,0,0,0,0,35.97376251,1,0,0,31.08644295,1,0,0,69.00169373,1,2.976520538,36.29505539,32.68154526,69.13301086,32.68154526,62.04416656,22.4818325,82.75144958,22.36807442,68.78833008,34.96437836,34.06438065,0
22/05/14 09,4.221642494,4.820818901,3.490500212,3.152987242,2.42358613,5.5,3.832672834,94.78450012,1,94.80296326,1,0,0,0,0,0,0,0,0,51.20084763,1,35.81738663,1,0,0,30.79764557,1,0,0,81.9420166,1,2.976061344,35.77037811,30.35942078,71.24536133,30.31708336,85.2673111,22.16107559,82.70713043,22.04926872,69.43919373,32.90805817,32.00805664,0
22/05/14 10,4.102403641,5.138052464,3.114506006,3.182284117,2.862885237,5.5,3.866366625,95.67062378,1,95.68934631,1,0,0,0,0,0,0,0,0,51.11401367,1,36.01954651,1,0,0,30.41665649,1,0,0,76.99101257,1,2.975645065,35.29715347,30.47728539,69.01515198,30.43508148,85.56109619,21.68525505,81.87086487,21.57599449,70.22436523,32.99641418,32.09641266,0
22/05/14 11,3.926718473,5.22903204,3.12187767,3.274651051,3.128302574,5.5,4.082613468,95.48902893,1,95.50769806,1,0,0,35.59208679,1,0,0,0,0,50.30493164,1,35.42976761,1,0,0,30.24680328,1,0,0,80.96659851,1,2.975730658,35.39426041,29.59018707,90.66503143,29.65888977,86.40139771,21.91663361,83.14264679,21.80850029,71.0110321,32.55368423,31.65368462,0
22/05/14 12,3.782384157,5.176091671,3.661272526,3.591459751,3.573775053,5.5,4.417558193,94.75275421,1,94.77121735,1,0,0,36.40390015,1,0,0,0,0,50.84111786,1,35.66903305,1,0,0,30.70208359,1,0,0,83.83235931,1,2.976076126,35.78730011,29.52999878,89.16740417,29.60256767,85.27820587,22.04573631,82.85346222,21.93457031,69.64202881,32.53019333,31.6301918,0
22/05/14 13,3.703565359,5.139719963,4.139855385,3.564467669,3.910722733,5.5,4.377418518,96.01002502,1,96.02884674,1,0,0,37.2338829,1,0,0,0,0,50.24015427,1,34.63940811,1,0,0,30.17028427,1,0,0,79.22979736,1,2.975484848,35.11548615,29.43470001,87.56410217,29.51305389,86.38391113,21.76908875,84.35914612,21.66146278,71.11244202,32.41482925,31.51482964,0
22/05/14 14,3.648743868,5.073091984,4.549500465,3.836613655,3.63314271,5.5,4.787431717,95.71958923,1,95.73833466,1,0,0,35.30899048,1,0,0,0,0,50.22208405,1,0,0,0,0,31.62260056,1,0,0,81.62055969,1,2.975621939,35.27095413,29.44841194,91.01604462,29.51562691,86.42031097,28.41179276,62.08522034,28.29437447,72.88153076,32.41021729,31.51021957,0
22/05/14 15,3.755738974,5.05528307,5.061346054,4.066606045,2.809217215,5.110168457,2.98033762,94.37924957,1,94.39759827,1,0,0,35.77289581,1,0,0,0,0,50.48568726,1,0,0,0,0,0,0,0,0,88.1703186,1,2.97625041,35.98627472,29.44029617,90.19804382,29.5097599,85.8940506,31.69081688,62.07020569,31.69081688,56.1012001,32.45310593,31.55310631,0
22/05/14 16,3.834555864,5.135131359,5.315973282,4.119122505,2.099584341,5.173293591,2.686177492,95.29071045,1,95.30932617,1,0,0,0,0,0,0,0,0,50.50821304,1,0,0,0,0,32.61959457,1,0,0,78.37522888,1,2.975823879,35.50023651,30.55679893,73.40090942,30.51551628,86.85536957,28.5042038,61.26466751,28.37983704,69.44028473,33.07963943,32.17963791,0
22/05/14 17,3.838412762,5.424016476,4.953202248,4.350994587,1.375601768,5.449666977,3.129679441,95.13008118,1,95.14865112,1,0,0,0,0,0,0,0,0,50.49317551,1,35.92490005,1,0,0,30.98785782,1,0,0,76.32941437,1,2.975899458,35.58600998,30.76603317,73.15956879,30.72477341,87.09409332,21.73510742,82.10316467,21.622015,68.37453461,33.27709961,32.37709808,0
22/05/14 18,3.89639926,5.428021431,4.595399857,4.150279999,1.861351132,5.5,3.555205107,91.71943665,1,91.73701477,1,0,0,0,0,0,0,0,0,0,0,36.0430336,1,0,0,30.17497253,1,0,0,0,0,2.977475166,37.39499664,30.42802048,72.98146057,30.42802048,64.21000671,23.05455399,83.19734192,22.9468956,72.38247681,40.82258224,31.61802101,0
22/05/14 19,4.111575127,5.428022385,4.245059967,2.731356144,2.393657207,5.5,4.20548439,91.06053925,1,91.07793427,1,0,0,0,0,0,0,0,0,50.56624603,1,37.03266144,1,0,0,30.92599678,1,0,0,0,0,2.977773905,37.74173355,28.40112114,71.15857697,28.35980034,84.70923615,23.01960945,81.37265778,22.90693665,69.86713409,41.23737335,29.77999878,0
22/05/14 20,4.342222214,4.892651558,3.837025881,2.809030056,2.540224791,5.5,4.240139008,92.55321503,1,92.57103729,1,0,0,0,0,0,0,0,0,50.07074738,1,36.32616425,1,0,0,30.85519028,1,0,0,0,0,2.97709465,36.9549675,27.8999691,69.91339874,27.85934639,85.06100464,22.59820747,82.23640442,22.48601151,69.68328094,40.49717712,29.27565765,0
22/05/14 21,4.477259636,4.362200737,3.399111271,2.989970922,2.861717463,5.5,4.234205723,92.80680084,1,92.82469177,1,0,0,0,0,0,0,0,0,50.12534714,1,36.08249664,1,0,0,31.0098114,1,0,0,0,0,2.976978064,36.82083511,27.36548996,68.44351959,27.32478523,84.41946411,22.56545258,82.64097595,22.45221138,69.13082886,40.41090393,28.74155426,0
22/05/14 22,4.338154316,3.774457693,3.060854673,2.978558064,3.209485531,5.5,4.076963902,114.1239166,1,0,0,0,0,34.48464966,1,0,0,0,0,48.39887619,1,35.82103348,1,0,0,31.05183601,1,0,0,0,0,2.990648985,25.1231041,23.603302,86.57859039,23.66859818,84.0556488,21.54285622,82.08342743,21.42933273,67.966362,37.75055695,25.3689785,0
22/05/14 23,4.130462646,2.897944689,3.487033367,3.095833778,3.47883153,5.5,3.694611311,113.7594147,1,0,0,0,0,34.17866898,1,0,0,0,0,48.0615921,1,35.76160049,1,0,0,30.79650116,1,0,0,0,0,2.990704298,25.33051491,22.80107498,86.28932953,22.86516762,83.87374115,21.77237701,82.41710663,21.66057587,69.05374146,37.86751938,24.5582943,0
23/05/14 00,3.970743418,2.028366089,3.891489029,3.183526278,3.763025999,5.5,3.674129963,112.6101532,1,0,0,0,0,33.96129227,1,0,0,0,0,46.7968483,1,35.22912216,1,0,0,30.74558449,1,0,0,0,0,2.99087739,25.98293495,22.09820938,85.9477005,22.16292381,85.44612122,22.39967537,83.97742462,22.28821564,69.8509903,38.31327438,23.83880997,0
23/05/14 01,4.001718521,1.175106049,4.272026062,3.649883032,3.67969656,5.5,3.895937204,112.1740341,1,0,0,0,0,32.38365173,1,0,0,0,0,46.96156693,1,0,0,0,0,31.72149849,1,0,0,0,0,2.990942717,26.22986984,21.40867615,87.80076599,21.464674,84.4536972,29.17706871,63.89812088,29.05896759,73.30326843,38.62627029,23.12632942,0
23/05/14 02,4.016407013,0.54013896,4.718293667,3.871433258,3.130114317,5.5,4.502974033,115.5514679,1,0,0,0,0,32.686409,1,0,0,0,0,47.73465729,1,0,0,0,0,30.55174637,1,0,0,103.00383,1,2.990431309,24.30851936,25.41342163,91.32828522,25.46991348,87.07648468,27.88541031,63.39818573,27.77524948,75.97995758,28.44863892,27.5486393,0
23/05/14 03,3.770204306,0.79200381,5.248394489,4.405816078,2.589916468,5.35770607,4.318232536,114.5723267,1,0,0,0,0,32.29133224,1,0,0,0,0,47.15402222,1,0,0,0,0,0,0,0,0,105.0035706,1,2.990580797,24.86762238,25.78389931,92.32035065,25.83913803,88.48731232,30.81059647,63.39917374,30.81059647,60.45863342,28.82173347,27.92173386,0
23/05/14 04,3.70663166,1.556937099,5.082751751,3.715696335,2.162991285,5.104150295,3.253076553,113.8485031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.20252991,1,2.990690708,25.27984238,30.49006653,76.32905579,30.49006653,68.91968536,31.16610909,63.01424408,31.16610909,59.85025406,32.81181717,31.91181755,0
23/05/14 05,3.659216881,2.346254587,4.879040718,2.962877512,1.745934248,4.973602295,2.707229614,114.2445831,1,0,0,0,0,0,0,0,0,0,0,48.73793793,1,0,0,0,0,31.99688339,1,0,0,89.193573,1,2.990630627,25.05439186,28.38707733,74.9733429,28.34843445,88.10382843,28.30507469,62.92473221,28.18507004,71.46633911,30.96390915,30.06390762,0
23/05/14 06,3.461340427,2.753412724,4.608034134,3.671950817,1.694092631,5.345985413,3.600557804,116.5990067,1,0,0,0,0,0,0,0,0,0,0,48.71243668,1,34.77114105,1,0,0,29.89472961,1,0,0,78.29936981,1,2.990269899,23.70847893,28.25891113,74.98829651,28.22030449,88.02288818,20.76186371,83.12578583,20.65604973,70.9934082,30.76907539,29.86907578,0
23/05/14 07,3.12278533,3.056507111,4.352310181,4.286429882,2.344408035,5.5,4.660376549,118.2647552,1,0,0,0,0,0,0,0,0,0,0,49.18304825,1,34.91270065,1,0,0,29.8913517,1,0,0,70.0320282,1,2.990010977,22.75035858,28.23338509,73.0334549,28.19408607,87.10881805,19.67242241,81.79353333,19.56664848,69.93000793,30.70121765,29.80121803,0
23/05/14 08,2.741257191,3.360004425,4.014529228,4.236263752,2.775487423,5.5,4.710931301,116.6967545,1,0,0,0,0,0,0,0,0,0,0,0,0,35.31778717,1,0,0,29.72411156,1,0,0,56.51700974,1,2.990254879,23.65239334,30.62132454,73.41912842,30.62132454,66.31717682,20.51054192,81.92998505,20.40584373,71.28650665,32.84457016,31.94456863,0
23/05/14 09,2.56154561,3.968568325,3.709372997,3.040378332,3.180351496,5.220328808,3.48352766,117.3308868,1,0,0,0,0,0,0,0,0,0,0,0,0,37.15929031,1,0,0,0,0,0,0,51.65859985,1,2.990156412,23.28810883,30.88313866,71.49079132,30.88313866,60.27794266,25.84750175,83.90348053,25.84750175,55.41246033,33.08594894,32.18595123,0
23/05/14 10,2.237753153,4.170785427,3.33442831,2.643213749,3.499342442,5.063483238,2.432126999,119.4629974,1,0,0,0,0,0,0,0,0,0,0,50.66672134,1,34.38965607,1,0,0,30.41207695,1,0,0,54.79072189,1,2.989822626,22.05815315,28.99872017,68.92446899,28.95719719,84.98150635,18.83430099,81.8487854,18.72507095,67.38845062,31.40432739,30.50432777,0
23/05/14 11,1.855394602,4.116138458,3.115288019,2.778332233,3.849517822,5.256092548,2.625417948,119.6133118,1,0,0,0,0,36.76718521,1,0,0,0,0,50.10733414,1,33.66181946,1,0,0,30.50914001,1,0,0,59.89055252,1,2.989799023,21.97114182,27.90935898,86.89144897,27.98516083,85.11510468,18.86501884,83.09471893,18.75514221,67.09989929,30.77939606,29.87939644,0
23/05/14 12,1.575095654,3.87573123,3.539580107,2.974571943,3.595504761,5.437735081,2.725117683,118.3946838,1,0,0,0,0,35.89607239,1,0,0,0,0,50.05430603,1,0,0,0,0,32.31008148,1,0,0,67.20040131,1,2.989990473,22.67542267,27.96616745,88.50698853,28.03698921,85.27067566,25.71008492,62.12675476,25.58789444,67.75972748,30.85630798,29.95630836,0
23/05/14 13,1.35840106,3.678200722,4.004509449,3.166682959,2.782157421,5.5,2.816922188,118.5577545,1,0,0,0,0,34.23647308,1,0,0,0,0,49.7668457,1,0,0,0,0,29.81125832,1,0,0,67.37425995,1,2.989964962,22.58132553,27.85741234,91.24932861,27.91931152,85.71273804,25.9323864,62.7507515,25.82713699,76.4461441,30.71809387,29.81809235,0
23/05/14 14,1.157660961,3.502866983,4.542310715,3.432040215,2.187283993,5.5,4.124140263,118.7684326,1,0,0,0,0,35.31596375,1,0,0,0,0,49.47094345,1,0,0,0,0,31.32963371,1,0,0,67.6050415,1,2.98993206,22.45969582,27.65298271,89.20810699,27.72136307,86.08548737,25.55950546,60.79656601,25.44410515,71.04842377,30.52927399,29.62927246,0
23/05/14 15,0.999487698,3.344735622,5.001766682,3.742657661,1.549968958,5.5,4.347711563,98.01512146,1,98.03453827,1,0,0,35.3239975,1,0,0,0,0,49.58727646,1,34.94448853,1,0,0,29.94421005,1,0,0,77.26139832,1,2.974528313,34.03755569,27.68702888,89.22810364,27.75528336,85.89571381,19.56573105,81.63237,19.45959282,69.63858795,30.61678886,29.71678925,0
23/05/14 16,0.947839975,3.375143766,5.163371086,3.958422661,2.047433138,5.5,4.395688057,98.08026123,1,98.0996933,1,0,0,0,0,0,0,0,0,49.79415131,1,35.11365891,1,0,0,29.08779144,1,0,0,72.71861267,1,2.974496841,34.00240707,28.6165638,72.74172974,28.57635689,86.31677246,19.66338158,81.43491364,19.56279755,72.43195343,31.10286903,30.20286942,0
23/05/14 17,0.944182634,3.616400719,4.780466557,4.189568996,2.473129272,5.388435841,4.267222881,97.37963867,1,97.39887238,1,0,0,0,0,0,0,0,0,49.52915955,1,36.76128769,1,0,0,0,0,0,0,74.05406189,1,2.97483325,34.38004684,28.91622353,73.91933441,28.87641144,87.12887573,25.48664474,84.27313232,25.48664474,57.69006348,31.40800476,30.50800514,0
23/05/14 18,1.063210845,3.919558764,4.462995529,4.337443352,2.989051819,5.006038189,2.539550304,96.50739288,1,96.52635956,1,0,0,0,0,0,0,0,0,0,0,36.83778381,1,0,0,0,0,0,0,58.98527145,1,2.975249052,34.84884644,31.36720085,72.49180603,31.36720085,63.63357925,25.90387535,84.55065918,25.90387535,56.35668564,33.60142517,32.70142365,0
23/05/14 19,1.147262812,4.474588394,4.097947598,3.022822142,3.421926975,5.05889082,2.305513859,97.86399841,1,97.88336945,1,0,0,0,0,0,0,0,0,50.57345581,1,34.44320679,1,0,0,30.87830544,1,0,0,66.67182159,1,2.974600792,34.11907578,29.50638199,68.62350464,29.46500015,85.67490387,19.55157089,82.47725677,19.43921852,66.55937195,31.96648598,31.06648636,0
23/05/14 20,1.105703235,4.640173435,3.608829975,3.231686831,3.851743937,5.171760082,2.195555925,98.4806366,1,98.50019836,1,0,0,0,0,0,0,0,0,51.30066299,1,34.2552681,1,0,0,30.93460655,1,0,0,63.19342041,1,2.974303722,33.78616333,29.57202911,71.66585541,29.52953911,84.27697754,19.28058243,82.52359772,19.16785049,66.09922791,32.02010727,31.12010765,0
